"RelativePath","Length","LastWriteTime","FullName"
"docxwork\node_modules\xml-js\lib\js2xml.js","13321","2026-04-10T07:52:48.6725530Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\node_modules\xml-js\lib\js2xml.js"
"docxwork\node_modules\xml-js\lib\json2xml.js","399","2026-04-10T07:52:48.6751222Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\node_modules\xml-js\lib\json2xml.js"
"docxwork\node_modules\xml-js\lib\options-helper.js","1161","2026-04-10T07:52:48.6772955Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\node_modules\xml-js\lib\options-helper.js"
"docxwork\node_modules\xml-js\lib\xml2js.js","11945","2026-04-10T07:52:48.6796256Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\node_modules\xml-js\lib\xml2js.js"
"docxwork\node_modules\xml-js\lib\xml2json.js","852","2026-04-10T07:52:48.6829297Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\node_modules\xml-js\lib\xml2json.js"
"docxwork\node_modules\xml-js\types\index.d.ts","4617","2026-04-10T07:52:48.6854332Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\node_modules\xml-js\types\index.d.ts"
"docxwork\node_modules\xml-js\types\tsconfig.json","254","2026-04-10T07:52:48.6876154Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\node_modules\xml-js\types\tsconfig.json"
"docxwork\node_modules\xml-js\types\typings.json","49","2026-04-10T07:52:48.6903572Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\node_modules\xml-js\types\typings.json"
"docxwork\node_modules\xml-js\types\xml-js-tests.ts","2811","2026-04-10T07:52:48.6934420Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\node_modules\xml-js\types\xml-js-tests.ts"
"docxwork\public\app.js","3013","2026-04-12T06:55:11.5288807Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\public\app.js"
"docxwork\public\index.html","1504","2026-04-12T06:55:11.5278852Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\public\index.html"
"docxwork\public\styles.css","1463","2026-04-12T06:55:11.5278852Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\public\styles.css"
"docxwork\src\snake-game.js","4272","2026-04-12T06:55:11.5268815Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\src\snake-game.js"
"docxwork\test\snake-game.test.js","2896","2026-04-12T06:55:11.5298806Z","C:\Users\andre\Desktop\EURO MAIN\docxwork\test\snake-game.test.js"
"Euru_TOS\.gitignore","417","2026-04-11T12:26:00.6495451Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\.gitignore"
"Euru_TOS\CLAUDE.md","10999","2026-04-11T12:26:00.6413804Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\CLAUDE.md"
"Euru_TOS\euru_asian_scan.py","17262","2026-04-11T12:26:00.6557712Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_asian_scan.py"
"Euru_TOS\euru_execution.py","33246","2026-04-11T17:50:22.5329022Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_execution.py"
"Euru_TOS\euru_flow_analyst.py","22642","2026-04-11T12:26:00.6686735Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_flow_analyst.py"
"Euru_TOS\euru_github_sync.ps1","614","2026-04-11T14:02:36.6370698Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_github_sync.ps1"
"Euru_TOS\euru_learning_engine.py","58848","2026-04-12T18:33:28.1589280Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_learning_engine.py"
"Euru_TOS\euru_mac_analyst.py","31110","2026-04-11T17:36:01.9695179Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_mac_analyst.py"
"Euru_TOS\euru_morning_scan.py","35131","2026-04-11T17:48:38.1992283Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_morning_scan.py"
"Euru_TOS\euru_quant_risk.py","26481","2026-04-11T17:25:54.6179660Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_quant_risk.py"
"Euru_TOS\euru_schedule_setup.ps1","1602","2026-04-11T14:03:38.5714013Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_schedule_setup.ps1"
"Euru_TOS\euru_score_engine.py","21644","2026-04-11T12:26:00.6865592Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\euru_score_engine.py"
"Euru_TOS\.claude\settings.local.json","3417","2026-04-12T18:33:14.3416139Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\.claude\settings.local.json"
"Euru_TOS\00_MASTER\EURU_DOCUMENT_REGISTRY_OFFICIAL_v1.3.md","7441","2026-04-11T12:26:00.7024117Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\00_MASTER\EURU_DOCUMENT_REGISTRY_OFFICIAL_v1.3.md"
"Euru_TOS\00_MASTER\EURU_HANDOFF_PROMPT_MASTER_REGISTRY_OTHER_IA.md","1116","2026-04-11T12:26:00.7085533Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\00_MASTER\EURU_HANDOFF_PROMPT_MASTER_REGISTRY_OTHER_IA.md"
"Euru_TOS\00_MASTER\EURU_MASTER_DOCUMENTO_OFFICIAL_v1.1.md","6535","2026-04-11T12:26:00.6958637Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\00_MASTER\EURU_MASTER_DOCUMENTO_OFFICIAL_v1.1.md"
"Euru_TOS\01_GOVERNANCA\ADR_0001_EURU_CANONICAL_OPERATIONAL_STATE_READ_ONLY.md","1106","2026-04-11T12:26:01.8572525Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\ADR_0001_EURU_CANONICAL_OPERATIONAL_STATE_READ_ONLY.md"
"Euru_TOS\01_GOVERNANCA\ADR_0002_EURU_QUALITY_CONTROL_CANONICAL_FOLDER.md","2386","2026-04-11T12:26:01.9126424Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\ADR_0002_EURU_QUALITY_CONTROL_CANONICAL_FOLDER.md"
"Euru_TOS\01_GOVERNANCA\Arquivo extra recomendado. Padrao decisao Euru.docx","14357","2026-04-11T12:26:01.9005891Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\Arquivo extra recomendado. Padrao decisao Euru.docx"
"Euru_TOS\01_GOVERNANCA\DECISOES_ESTRATEGICAS_REVISADO.md","8852","2026-04-12T18:36:09.4599638Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\DECISOES_ESTRATEGICAS_REVISADO.md"
"Euru_TOS\01_GOVERNANCA\EURU_AGENT_DECISION_STANDARD_REVISADO.md","1673","2026-04-11T12:26:01.8456886Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_AGENT_DECISION_STANDARD_REVISADO.md"
"Euru_TOS\01_GOVERNANCA\EURU_DOCUMENT_POLICY_OFFICIAL_v1.0.md","4819","2026-04-11T12:26:01.8313981Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_DOCUMENT_POLICY_OFFICIAL_v1.0.md"
"Euru_TOS\01_GOVERNANCA\EURU_DOCUMENT_TEMPLATE_HEADER_CHANGELOG.md","434","2026-04-11T12:26:01.7995389Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_DOCUMENT_TEMPLATE_HEADER_CHANGELOG.md"
"Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_LEGACY_TRIAGE_OFFICIAL_v1.0.md","5735","2026-04-11T12:26:01.8756477Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_LEGACY_TRIAGE_OFFICIAL_v1.0.md"
"Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_OPERATIONAL_STATE_OFFICIAL_v1.0.md","4200","2026-04-11T12:26:01.9251621Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_OPERATIONAL_STATE_OFFICIAL_v1.0.md"
"Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_ChangeManagement_OFFICIAL_v1.0.md","3021","2026-04-11T12:26:01.8882495Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_ChangeManagement_OFFICIAL_v1.0.md"
"Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_HumanResponsibilities_OFFICIAL_v1.0.md","2743","2026-04-11T12:26:01.8637031Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_HumanResponsibilities_OFFICIAL_v1.0.md"
"Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_LegacyMigration_OFFICIAL_v1.0.md","4542","2026-04-11T12:26:01.8186437Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_POLICY_LegacyMigration_OFFICIAL_v1.0.md"
"Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_RULES_MasterRules_OFFICIAL_v1.1.md","3548","2026-04-11T12:26:01.8052569Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_RULES_MasterRules_OFFICIAL_v1.1.md"
"Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_STANDARD_StatusDefinitions_OFFICIAL_v1.0.md","4184","2026-04-11T12:26:01.9065916Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_GOVERNANCE_STANDARD_StatusDefinitions_OFFICIAL_v1.0.md"
"Euru_TOS\01_GOVERNANCA\EURU_OS_1_REVISADO.md","3351","2026-04-11T12:26:01.8817312Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_OS_1_REVISADO.md"
"Euru_TOS\01_GOVERNANCA\EURU_OS_REVISADO.md","4280","2026-04-11T12:26:01.9325848Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\EURU_OS_REVISADO.md"
"Euru_TOS\01_GOVERNANCA\GOVERNANCA_DE_MUDANCAS_REVISADO.md","1599","2026-04-11T12:26:01.8392821Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\GOVERNANCA_DE_MUDANCAS_REVISADO.md"
"Euru_TOS\01_GOVERNANCA\PADRAO_UNIFICADO_DE_STATUS_REVISADO.md","1807","2026-04-11T12:26:01.8942423Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\PADRAO_UNIFICADO_DE_STATUS_REVISADO.md"
"Euru_TOS\01_GOVERNANCA\README_GOVERNANCE.md","1528","2026-04-11T12:26:01.8120529Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\README_GOVERNANCE.md"
"Euru_TOS\01_GOVERNANCA\REGRAS_MAE_REVISADO_SUMMARY.md","2252","2026-04-11T12:26:01.9191646Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\REGRAS_MAE_REVISADO_SUMMARY.md"
"Euru_TOS\01_GOVERNANCA\REGRAS_MAE_REVISADO.md","1738","2026-04-11T12:26:01.8696307Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\REGRAS_MAE_REVISADO.md"
"Euru_TOS\01_GOVERNANCA\RESPONSABILIDADES_HUMANOS_REVISADO.md","2357","2026-04-11T12:26:01.8522113Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\RESPONSABILIDADES_HUMANOS_REVISADO.md"
"Euru_TOS\01_GOVERNANCA\backup\DECISOES_ESTRATEGICAS_BACKUP.md","32942","2026-04-11T12:26:01.9542497Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\backup\DECISOES_ESTRATEGICAS_BACKUP.md"
"Euru_TOS\01_GOVERNANCA\backup\EURU OS 1.docx","17725","2026-04-11T12:26:01.9785158Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\backup\EURU OS 1.docx"
"Euru_TOS\01_GOVERNANCA\backup\EURU OS.docx","17088","2026-04-11T12:26:01.9415902Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\backup\EURU OS.docx"
"Euru_TOS\01_GOVERNANCA\backup\EURU.docx","16076","2026-04-11T12:26:01.9855284Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\backup\EURU.docx"
"Euru_TOS\01_GOVERNANCA\backup\GOVERNANCA_DE_MUDANCAS_BACKUP.md","765","2026-04-11T12:26:01.9481023Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\backup\GOVERNANCA_DE_MUDANCAS_BACKUP.md"
"Euru_TOS\01_GOVERNANCA\backup\PADRAO_UNIFICADO_DE_STATUS_BACKUP.md","1019","2026-04-11T12:26:01.9657711Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\backup\PADRAO_UNIFICADO_DE_STATUS_BACKUP.md"
"Euru_TOS\01_GOVERNANCA\backup\REGRAS_MAE.docx","14521","2026-04-11T12:26:01.9906188Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\backup\REGRAS_MAE.docx"
"Euru_TOS\01_GOVERNANCA\backup\REGRAS_MAE.yaml","818","2026-04-11T12:26:01.9712995Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\backup\REGRAS_MAE.yaml"
"Euru_TOS\01_GOVERNANCA\backup\RESPONSABILIDADES_HUMANOS_BACKUP.md","1135","2026-04-11T12:26:01.9607734Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\01_GOVERNANCA\backup\RESPONSABILIDADES_HUMANOS_BACKUP.md"
"Euru_TOS\02_BINANCE_SETUP\API_KEYS_E_PERMISSOES_REVISADO (1).docx","12207","2026-04-11T12:26:01.6378037Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\API_KEYS_E_PERMISSOES_REVISADO (1).docx"
"Euru_TOS\02_BINANCE_SETUP\BINANCE_VERIFY.md","364","2026-04-11T12:26:01.6184416Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\BINANCE_VERIFY.md"
"Euru_TOS\02_BINANCE_SETUP\CONTA_E_KYC_REVISADO.docx","10568","2026-04-11T12:26:01.6244331Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\CONTA_E_KYC_REVISADO.docx"
"Euru_TOS\02_BINANCE_SETUP\DEMO_TRADING_REVISADO.docx","11105","2026-04-11T12:26:01.6438368Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\DEMO_TRADING_REVISADO.docx"
"Euru_TOS\02_BINANCE_SETUP\SEGURANCA_E_2FA_REVISADO.docx","10736","2026-04-11T12:26:01.6312846Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\SEGURANCA_E_2FA_REVISADO.docx"
"Euru_TOS\02_BINANCE_SETUP\backup\API Keys e Permiss#U00f5es do Euru.docx","17472","2026-04-11T12:26:01.6693510Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\backup\API Keys e Permiss#U00f5es do Euru.docx"
"Euru_TOS\02_BINANCE_SETUP\backup\CONTA_E_KYC.md","241","2026-04-11T12:26:01.6753503Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\backup\CONTA_E_KYC.md"
"Euru_TOS\02_BINANCE_SETUP\backup\DEMO_TRADING.md","361","2026-04-11T12:26:01.6548639Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\backup\DEMO_TRADING.md"
"Euru_TOS\02_BINANCE_SETUP\backup\Passos.docx","34855","2026-04-11T12:26:01.6613935Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\backup\Passos.docx"
"Euru_TOS\02_BINANCE_SETUP\backup\SEGURANCA_E_2FA.md","377","2026-04-11T12:26:01.6816162Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\backup\SEGURANCA_E_2FA.md"
"Euru_TOS\02_BINANCE_SETUP\exchangeInfo\iPrestrictions questions and KEYS.docx","260747","2026-04-11T12:26:01.6944703Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\02_BINANCE_SETUP\exchangeInfo\iPrestrictions questions and KEYS.docx"
"Euru_TOS\03_ARQUITETURA\EURU_ARCHITECTURE_DIAGRAM_PipelineLogic_OFFICIAL_v1.0.md","6617","2026-04-11T12:26:01.6073158Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\03_ARQUITETURA\EURU_ARCHITECTURE_DIAGRAM_PipelineLogic_OFFICIAL_v1.0.md"
"Euru_TOS\03_ARQUITETURA\PIPELINE_DIAGRAM.md","27441","2026-04-11T12:26:01.6017998Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\03_ARQUITETURA\PIPELINE_DIAGRAM.md"
"Euru_TOS\04_AGENTES\Abaixo est#U00e3o os arquivos prontos para os 7 agentes.docx","37203","2026-04-11T12:26:00.7207058Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\Abaixo est#U00e3o os arquivos prontos para os 7 agentes.docx"
"Euru_TOS\04_AGENTES\01_SCOUT\BRIEFING_FINAL.md","2092","2026-04-11T12:26:00.9597099Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\01_SCOUT\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\01_SCOUT\OUTPUT_FORMAT_FINAL.md","1963","2026-04-11T12:26:00.9528619Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\01_SCOUT\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\01_SCOUT\PROMPT_REVISADO.md","1355","2026-04-11T12:26:00.9476076Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\01_SCOUT\PROMPT_REVISADO.md"
"Euru_TOS\04_AGENTES\02_FLOW_ANALYST\BRIEFING_FINAL.md","2027","2026-04-11T12:26:00.7936394Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\02_FLOW_ANALYST\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\02_FLOW_ANALYST\OUTPUT_FORMAT_FINAL.md","2105","2026-04-11T12:26:00.7874914Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\02_FLOW_ANALYST\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\02_FLOW_ANALYST\PROMPT_REVISADO.md","505","2026-04-11T12:26:00.7813987Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\02_FLOW_ANALYST\PROMPT_REVISADO.md"
"Euru_TOS\04_AGENTES\03_NEWS_SENTINEL\BRIEFING_FINAL.md","1984","2026-04-11T12:26:00.8923288Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\03_NEWS_SENTINEL\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\03_NEWS_SENTINEL\OUTPUT_FORMAT_FINAL.md","2262","2026-04-11T12:26:00.8858015Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\03_NEWS_SENTINEL\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\03_NEWS_SENTINEL\PROMPT_REVISADO.md","483","2026-04-11T12:26:00.8805935Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\03_NEWS_SENTINEL\PROMPT_REVISADO.md"
"Euru_TOS\04_AGENTES\04_QUANT_RISK_OFFICER\BRIEFING_FINAL.md","2038","2026-04-11T12:26:00.7701101Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\04_QUANT_RISK_OFFICER\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\04_QUANT_RISK_OFFICER\OUTPUT_FORMAT_FINAL.md","2090","2026-04-11T12:26:00.7622560Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\04_QUANT_RISK_OFFICER\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\04_QUANT_RISK_OFFICER\PROMPT_REVISADO.md","516","2026-04-11T12:26:00.7572421Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\04_QUANT_RISK_OFFICER\PROMPT_REVISADO.md"
"Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\BRIEFING_FINAL.md","2280","2026-04-11T12:26:00.9373412Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\OUTPUT_FORMAT_FINAL.md","2561","2026-04-11T12:26:00.9313368Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\PROMPT_REVISADO.md","526","2026-04-11T12:26:00.9252749Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\05_EXECUTION_ORCHESTRATOR\PROMPT_REVISADO.md"
"Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\06_DEVOPS_GUARDIAO_PROMPT_REVISADO.docx","10824","2026-04-11T12:26:00.8285279Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\06_DEVOPS_GUARDIAO_PROMPT_REVISADO.docx"
"Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\BRIEFING_FINAL.md","2045","2026-04-11T12:26:00.8482742Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\EURU_AGENTS_DEVOPS_GUARDIAO_PROMPT_OFFICIAL_v1.0.md","5518","2026-04-11T12:26:00.8427940Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\EURU_AGENTS_DEVOPS_GUARDIAO_PROMPT_OFFICIAL_v1.0.md"
"Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\OUTPUT_FORMAT_FINAL.md","2052","2026-04-11T12:26:00.8358431Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\06_DEVOPS_GUARDIAO\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\07_JOURNAL_AUDITOR_PROMPT_REVISADO.docx","10868","2026-04-11T12:26:00.9700870Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\07_JOURNAL_AUDITOR_PROMPT_REVISADO.docx"
"Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\BRIEFING_FINAL.md","1973","2026-04-11T12:26:00.9876104Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\EURU_AGENTS_JOURNAL_AUDITOR_PROMPT_OFFICIAL_v1.0.md","5491","2026-04-11T12:26:00.9816133Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\EURU_AGENTS_JOURNAL_AUDITOR_PROMPT_OFFICIAL_v1.0.md"
"Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\OUTPUT_FORMAT_FINAL.md","2117","2026-04-11T12:26:00.9763560Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\07_JOURNAL_AUDITOR\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\08_SCORE_ENGINE\BRIEFING_FINAL.md","1650","2026-04-11T12:26:00.8704609Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\08_SCORE_ENGINE\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\08_SCORE_ENGINE\OUTPUT_FORMAT_FINAL.md","2159","2026-04-11T12:26:00.8643439Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\08_SCORE_ENGINE\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\08_SCORE_ENGINE\PROMPT_REVISADO.md","1334","2026-04-11T12:26:00.8583356Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\08_SCORE_ENGINE\PROMPT_REVISADO.md"
"Euru_TOS\04_AGENTES\08_WATCHDOG\08_WATCHDOG_PROMPT_REVISADO.txt","6920","2026-04-11T12:26:00.9086958Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\08_WATCHDOG\08_WATCHDOG_PROMPT_REVISADO.txt"
"Euru_TOS\04_AGENTES\08_WATCHDOG\BRIEFING_FINAL.md","1637","2026-04-11T12:26:00.9147498Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\08_WATCHDOG\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\08_WATCHDOG\OUTPUT_FORMAT_FINAL.md","2130","2026-04-11T12:26:00.9025678Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\08_WATCHDOG\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\BRIEFING_FINAL.md","2087","2026-04-11T12:26:00.7446855Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\OUTPUT_FORMAT_FINAL.md","3097","2026-04-11T12:26:00.7374045Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\OUTPUT_FORMAT_FINAL.md"
"Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\PROMPT_REVISADO.md","1382","2026-04-11T12:26:00.7307496Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\PROMPT_REVISADO.md"
"Euru_TOS\04_AGENTES\11_ALTCOIN_FUTURES_ORCHESTRATOR\BRIEFING_FINAL.md","11266","2026-04-12T18:10:21.7613950Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\11_ALTCOIN_FUTURES_ORCHESTRATOR\BRIEFING_FINAL.md"
"Euru_TOS\04_AGENTES\11_ALTCOIN_FUTURES_ORCHESTRATOR\OUTPUT_FORMAT_FINAL.md","15170","2026-04-12T18:11:44.9254912Z","C:\Users\andre\Desktop\EURO MAIN\Euru_TOS\04_AGENTES\11_ALTCOIN_FUTURES_ORCHESTRATOR\OUTPUT_FORMAT_FINAL.md"
